id	descricao	nome	unidade	preco	preco_venda	atacado	preco_atacado	Qtde_Atacado	preco_promocao	data_Promocao	inicio_promocao	ICMS	NCM	CTS	estoque	estoqueminimo	ctrlEstoque	vender_inteiro	pro_individual	UsarBalanca	grupo	Subgrupo	marca	categoria	temanho	ForaDeUso	Validade	TipoRelatorio	Lucro	comissao	foto	obs	fornecedor	idFornecedor	status	cozinha	idcategoria	CriaBotao	imagem	grade	obsText
427444	DESINFETANTE MARINE 5 LITROS	NULL	UNID	3.33	11.50	11.50	11.500	0	0.00	10/07/2026	10/07/2026	NULL	0	0	0.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.17	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427445	LIMPA CARPETE 2 LITROS	NULL	UNID	0.00	18.00	18.00	18.000	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	18.00	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
427446	DESENGRAXANTE 5 LITROS	NULL	UNID	0.00	39.90	39.90	39.900	0	NULL	NULL	NULL	NULL	0	0	1.000	0.000	1	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	39.90	0.00	NULL	NULL	PADRAO	0	0	0	NULL	1	NULL	0	NULL
427447	CESTO TELADO 12 LTS	NULL	UNID	0.00	8.00	49.90	8.000	0	0.00	06/08/2026	06/08/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	8.00	0.00	NULL			0	0	0	3	1	427447.jpg	0	NULL
427448	ALCOOL PERFUMADO MAAÔÇíA CANELA 2 LITROS	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	11/08/2026	11/08/2026	NULL	0	0	1.000	5.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	3	1	427448.jpg	0	NULL
427449	CONCENTRATO TULIPA NEGRA	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427450	CONCENTRATO CHA BRANCO	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	2.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427451	CONCENTRATO FLORAL	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427452	CONCENTRATO LAVANDA	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427453	CONCENTRATO MARINE	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427454	CONCENTRATO GIOVANNA	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427455	CONCENTRATO FLORES DO CAMPO	NULL	UNID	7.95	15.90	15.90	15.900	0	0.00	11/08/2026	11/08/2026	NULL	0	0	1.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.95	0.00	NULL			0	0	0	3	1	sem_imagem.png	0	NULL
427456	ALCOOL 70 500ML	NULL	UNID	0.00	10.00	10.00	10.000	0	0.00	13/08/2026	13/08/2026	NULL	0	0	4.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	10.00	0.00	NULL			0	0	0	0	1	427456.jpg	0	NULL
427457	PULVERIZADOR	NULL	UNID	6.00	13.00	13.00	13.000	0	0.00	21/08/2026	21/08/2026	NULL	0	0	0.000	0.000	0	0	0	0	PADR├âO	PADR├âO	PADR├âO	PADR├âO	PADR├âO	N├âO	NULL	NULL	7.00	0.00	NULL			0	0	0	0	1	sem_imagem.png	0	NULL
